sep=,


Bus Id,Signal,Date,Value,Latitude,Longitude


12812,tractionBatterySocSOLEL,2023/10/15 13:03:42,98,44.414104,8.873234


12812,tractionBatterySocSOLEL,2023/10/15 13:08:42,98,44.41614,8.875958


12812,tractionBatterySocSOLEL,2023/10/15 13:13:42,97,44.412067,8.885406


12812,tractionBatterySocSOLEL,2023/10/15 13:18:42,97,44.415924,8.877546


12812,tractionBatterySocSOLEL,2023/10/15 13:23:42,97,44.423008,8.883427


12812,tractionBatterySocSOLEL,2023/10/15 13:28:43,96,44.43775,8.887624


12812,tractionBatterySocSOLEL,2023/10/15 13:33:43,95,44.455414,8.895993


12812,tractionBatterySocSOLEL,2023/10/15 13:38:43,94,44.46957,8.9013


12812,tractionBatterySocSOLEL,2023/10/15 13:43:43,93,44.49258,8.90369


12812,tractionBatterySocSOLEL,2023/10/15 13:48:43,92,44.50101,8.904859


12812,tractionBatterySocSOLEL,2023/10/15 13:55:19,92,44.49463,8.90515


12812,tractionBatterySocSOLEL,2023/10/15 14:00:19,92,44.472324,8.900933


12812,tractionBatterySocSOLEL,2023/10/15 14:05:19,92,44.455914,8.896425


12812,tractionBatterySocSOLEL,2023/10/15 14:10:19,91,44.437065,8.88736


12812,tractionBatterySocSOLEL,2023/10/15 14:15:19,91,44.422653,8.883752


12812,tractionBatterySocSOLEL,2023/10/15 14:20:19,91,44.415142,8.880464


12812,tractionBatterySocSOLEL,2023/10/15 14:25:19,90,44.412125,8.885444


12812,tractionBatterySocSOLEL,2023/10/15 14:30:19,90,44.4121,8.885445


12812,tractionBatterySocSOLEL,2023/10/15 14:35:19,90,44.414845,8.882497


12812,tractionBatterySocSOLEL,2023/10/15 14:40:19,89,44.418903,8.878727


12812,tractionBatterySocSOLEL,2023/10/15 14:45:19,89,44.42723,8.882162


12812,tractionBatterySocSOLEL,2023/10/15 14:50:19,88,44.4425,8.887915


12812,tractionBatterySocSOLEL,2023/10/15 14:55:19,87,44.45804,8.898672


12812,tractionBatterySocSOLEL,2023/10/15 15:00:19,86,44.475166,8.899083


12812,tractionBatterySocSOLEL,2023/10/15 15:05:20,85,44.49567,8.90461


12812,tractionBatterySocSOLEL,2023/10/15 15:10:20,85,44.49588,8.904734


12812,tractionBatterySocSOLEL,2023/10/15 15:15:20,84,44.488773,8.900722


12812,tractionBatterySocSOLEL,2023/10/15 15:20:20,84,44.470226,8.901234


12812,tractionBatterySocSOLEL,2023/10/15 15:25:20,84,44.451366,8.890815


12812,tractionBatterySocSOLEL,2023/10/15 15:30:20,83,44.433662,8.885841


12812,tractionBatterySocSOLEL,2023/10/15 15:35:20,83,44.42045,8.88053


12812,tractionBatterySocSOLEL,2023/10/15 15:40:20,82,44.412098,8.885083


12812,tractionBatterySocSOLEL,2023/10/15 15:45:20,82,44.41215,8.885402


12812,tractionBatterySocSOLEL,2023/10/15 15:50:20,82,44.412144,8.885438


12812,tractionBatterySocSOLEL,2023/10/15 15:55:20,82,44.412495,8.88491


