sep=,


Bus Id,Signal,Date,Value,Latitude,Longitude


12821,tractionBatterySocSOLEL,2023/10/15 15:09:20,99,44.41451,8.87296


12821,tractionBatterySocSOLEL,2023/10/15 15:14:20,98,44.412045,8.885175


12821,tractionBatterySocSOLEL,2023/10/15 15:19:20,98,44.417915,8.885777


12821,tractionBatterySocSOLEL,2023/10/15 15:24:20,97,44.42937,8.893412


12821,tractionBatterySocSOLEL,2023/10/15 15:29:20,96,44.443768,8.89285


12821,tractionBatterySocSOLEL,2023/10/15 15:34:21,96,44.45684,8.900185


12821,tractionBatterySocSOLEL,2023/10/15 15:45:15,95,44.469997,8.904821


12821,tractionBatterySocSOLEL,2023/10/15 15:50:15,94,44.463158,8.901802


12821,tractionBatterySocSOLEL,2023/10/15 15:55:15,94,44.451702,8.89437


12821,tractionBatterySocSOLEL,2023/10/15 16:00:15,94,44.43799,8.891795


12821,tractionBatterySocSOLEL,2023/10/15 16:05:15,94,44.42907,8.89304


12821,tractionBatterySocSOLEL,2023/10/15 16:10:15,93,44.417927,8.885758


12821,tractionBatterySocSOLEL,2023/10/15 16:18:04,93,44.411972,8.886243


12821,tractionBatterySocSOLEL,2023/10/15 16:28:23,93,44.412025,8.886124


12821,tractionBatterySocSOLEL,2023/10/15 16:33:23,93,44.412987,8.888132


12821,tractionBatterySocSOLEL,2023/10/15 16:38:23,92,44.422726,8.889162


12821,tractionBatterySocSOLEL,2023/10/15 16:43:23,92,44.432507,8.893082


12821,tractionBatterySocSOLEL,2023/10/15 16:48:23,91,44.44528,8.893313


12821,tractionBatterySocSOLEL,2023/10/15 16:53:24,90,44.455925,8.899702


12821,tractionBatterySocSOLEL,2023/10/15 17:04:23,90,44.469997,8.904781


12821,tractionBatterySocSOLEL,2023/10/15 17:09:23,90,44.460297,8.901988


12821,tractionBatterySocSOLEL,2023/10/15 17:14:23,89,44.450005,8.894192


12821,tractionBatterySocSOLEL,2023/10/15 17:19:23,89,44.436863,8.892325


12821,tractionBatterySocSOLEL,2023/10/15 17:24:23,89,44.426956,8.89208


12821,tractionBatterySocSOLEL,2023/10/15 17:29:23,89,44.413815,8.8869


12821,tractionBatterySocSOLEL,2023/10/15 17:44:55,88,44.411995,8.886113


12821,tractionBatterySocSOLEL,2023/10/15 17:49:55,88,44.414246,8.886517


12821,tractionBatterySocSOLEL,2023/10/15 17:54:55,88,44.42642,8.89182


12821,tractionBatterySocSOLEL,2023/10/15 17:59:55,87,44.436794,8.893242


12821,tractionBatterySocSOLEL,2023/10/15 18:04:55,86,44.45033,8.894241


12821,tractionBatterySocSOLEL,2023/10/15 18:09:55,86,44.458935,8.90137


12821,tractionBatterySocSOLEL,2023/10/15 18:21:55,86,44.469997,8.904795


12821,tractionBatterySocSOLEL,2023/10/15 18:26:55,85,44.45864,8.90115


12821,tractionBatterySocSOLEL,2023/10/15 18:31:55,85,44.45057,8.894195


12821,tractionBatterySocSOLEL,2023/10/15 18:36:55,84,44.436966,8.892348


