sep=,


Bus Id,Signal,Date,Value,Latitude,Longitude


12806,tractionBatterySocSOLEL,2023/10/15 14:42:36,98,44.415203,8.880217


12806,tractionBatterySocSOLEL,2023/10/15 14:47:36,98,44.413273,8.887712


12806,tractionBatterySocSOLEL,2023/10/15 14:52:36,97,44.42663,8.891945


12806,tractionBatterySocSOLEL,2023/10/15 14:57:36,96,44.440983,8.891835


12806,tractionBatterySocSOLEL,2023/10/15 15:02:36,96,44.45685,8.900165


12806,tractionBatterySocSOLEL,2023/10/15 15:09:43,95,44.470127,8.904685


12806,tractionBatterySocSOLEL,2023/10/15 15:20:45,95,44.470005,8.904835


12806,tractionBatterySocSOLEL,2023/10/15 15:25:45,94,44.45757,8.900487


12806,tractionBatterySocSOLEL,2023/10/15 15:30:45,94,44.445705,8.893447


12806,tractionBatterySocSOLEL,2023/10/15 15:35:45,94,44.43581,8.892515


12806,tractionBatterySocSOLEL,2023/10/15 15:40:45,93,44.426792,8.892043


12806,tractionBatterySocSOLEL,2023/10/15 15:45:45,93,44.41582,8.88565


12806,tractionBatterySocSOLEL,2023/10/15 15:50:45,93,44.41201,8.886329


12806,tractionBatterySocSOLEL,2023/10/15 16:01:03,93,44.41205,8.886182


12806,tractionBatterySocSOLEL,2023/10/15 16:06:03,93,44.412918,8.888197


12806,tractionBatterySocSOLEL,2023/10/15 16:11:03,92,44.42307,8.889395


12806,tractionBatterySocSOLEL,2023/10/15 16:16:03,91,44.437317,8.892705


12806,tractionBatterySocSOLEL,2023/10/15 16:21:03,90,44.45038,8.894212


12806,tractionBatterySocSOLEL,2023/10/15 16:26:03,90,44.46019,8.902035


12806,tractionBatterySocSOLEL,2023/10/15 16:37:28,89,44.46999,8.90481


12806,tractionBatterySocSOLEL,2023/10/15 16:42:28,89,44.46115,8.902113


12806,tractionBatterySocSOLEL,2023/10/15 16:47:28,89,44.45285,8.895208


12806,tractionBatterySocSOLEL,2023/10/15 16:52:28,88,44.440113,8.891093


12806,tractionBatterySocSOLEL,2023/10/15 16:57:28,88,44.430668,8.892002


12806,tractionBatterySocSOLEL,2023/10/15 17:02:28,88,44.418777,8.886293


12806,tractionBatterySocSOLEL,2023/10/15 17:07:28,88,44.411816,8.887312


12806,tractionBatterySocSOLEL,2023/10/15 17:17:50,88,44.411983,8.886013


12806,tractionBatterySocSOLEL,2023/10/15 17:22:50,87,44.412956,8.888112


12806,tractionBatterySocSOLEL,2023/10/15 17:27:51,87,44.424706,8.890523


12806,tractionBatterySocSOLEL,2023/10/15 17:32:51,86,44.43733,8.892623


12806,tractionBatterySocSOLEL,2023/10/15 17:37:51,86,44.450703,8.894155


12806,tractionBatterySocSOLEL,2023/10/15 17:42:51,85,44.463333,8.902231


12806,tractionBatterySocSOLEL,2023/10/15 17:52:03,85,44.46997,8.904797


12806,tractionBatterySocSOLEL,2023/10/15 17:57:03,85,44.4698,8.904233


12806,tractionBatterySocSOLEL,2023/10/15 18:02:03,84,44.456867,8.90016


