sep=,


Bus Id,Signal,Date,Value,Latitude,Longitude


12819,tractionBatterySocSOLEL,2023/10/15 14:57:48,96,44.415703,8.878123


12819,tractionBatterySocSOLEL,2023/10/15 15:02:48,96,44.41291,8.888205


12819,tractionBatterySocSOLEL,2023/10/15 15:07:48,95,44.42182,8.88857


12819,tractionBatterySocSOLEL,2023/10/15 15:12:48,95,44.432064,8.893142


12819,tractionBatterySocSOLEL,2023/10/15 15:17:48,94,44.444958,8.893235


12819,tractionBatterySocSOLEL,2023/10/15 15:22:48,94,44.456905,8.900218


12819,tractionBatterySocSOLEL,2023/10/15 15:27:48,93,44.470066,8.904792


12819,tractionBatterySocSOLEL,2023/10/15 15:32:48,93,44.47006,8.904783


12819,tractionBatterySocSOLEL,2023/10/15 15:37:49,93,44.46101,8.90211


12819,tractionBatterySocSOLEL,2023/10/15 15:42:49,93,44.45238,8.894855


12819,tractionBatterySocSOLEL,2023/10/15 15:47:49,92,44.43819,8.891566


12819,tractionBatterySocSOLEL,2023/10/15 15:52:49,92,44.429634,8.892712


12819,tractionBatterySocSOLEL,2023/10/15 15:57:49,92,44.419945,8.887156


12819,tractionBatterySocSOLEL,2023/10/15 16:02:49,92,44.411884,8.8872


12819,tractionBatterySocSOLEL,2023/10/15 16:07:49,92,44.412018,8.886148


12819,tractionBatterySocSOLEL,2023/10/15 16:12:49,92,44.41201,8.886117


12819,tractionBatterySocSOLEL,2023/10/15 16:17:49,92,44.411884,8.886765


12819,tractionBatterySocSOLEL,2023/10/15 16:22:49,91,44.419815,8.887145


12819,tractionBatterySocSOLEL,2023/10/15 16:27:49,91,44.4337,8.892917


12819,tractionBatterySocSOLEL,2023/10/15 16:32:50,90,44.448063,8.894043


12819,tractionBatterySocSOLEL,2023/10/15 16:37:50,90,44.45923,8.901484


12819,tractionBatterySocSOLEL,2023/10/15 16:42:50,89,44.470005,8.904727


12819,tractionBatterySocSOLEL,2023/10/15 16:47:50,89,44.46999,8.904727


12819,tractionBatterySocSOLEL,2023/10/15 16:52:50,89,44.469704,8.903095


12819,tractionBatterySocSOLEL,2023/10/15 16:57:50,88,44.457466,8.900402


12819,tractionBatterySocSOLEL,2023/10/15 17:02:50,88,44.44617,8.893535


12819,tractionBatterySocSOLEL,2023/10/15 17:07:50,88,44.435497,8.892531


12819,tractionBatterySocSOLEL,2023/10/15 17:12:50,88,44.42688,8.892009


12819,tractionBatterySocSOLEL,2023/10/15 17:17:50,88,44.41342,8.887345


12819,tractionBatterySocSOLEL,2023/10/15 17:22:50,88,44.41196,8.886057


12819,tractionBatterySocSOLEL,2023/10/15 17:27:50,87,44.411953,8.886035


12819,tractionBatterySocSOLEL,2023/10/15 17:32:50,87,44.41185,8.885263


12819,tractionBatterySocSOLEL,2023/10/15 17:37:50,87,44.413395,8.887468


12819,tractionBatterySocSOLEL,2023/10/15 17:42:50,87,44.42292,8.889327


12819,tractionBatterySocSOLEL,2023/10/15 17:47:50,86,44.43358,8.892917


